scope,dataset,victim,condition,method,objective,budget,source_class,seed,n,raw_successes,valid_successes,validator_passes,raw_asr,valid_asr,validity_gap_pp,validator_pass_rate,raw_targeted_benign_successes,valid_targeted_benign_successes,raw_targeted_benign_asr,valid_targeted_benign_asr,mean_model_evaluations,mean_l2_robust_scaled,mean_linf_robust_scaled,mean_l2_train_minmax,mean_features_modified,max_modified_outside_mask,median_primitive_cost_valid,median_p_valid,median_delay_valid,runtime_seconds,ms_per_flow
victim,cicids2017_distrinet,ft_transformer,prim_hybrid_p50_targeted,Hybrid Search p50,targeted,p50,ALL,42,3200,4,4,3200,0.00125,0.00125,0.0,1.0,4,4,0.00125,0.00125,188.5778125,2271.761117407554,2271.73578068169,0.012860211685719996,8.09625,0,0.34499312937259674,0.0,2959.5,43.272860900033265,13.522769031260395
victim,cicids2017_distrinet,ft_transformer,prim_hybrid_p50_targeted,Hybrid Search p50,targeted,p50,ALL,2024,3200,4,4,3200,0.00125,0.00125,0.0,1.0,4,4,0.00125,0.00125,188.5778125,2271.6618174983146,2271.636469792894,0.012859959589740259,8.0959375,0,0.3885594755411148,0.0,3443.0,43.993780999910086,13.748056562471902
victim,cicids2017_distrinet,ft_transformer,prim_hybrid_p50_targeted,Hybrid Search p50,targeted,p50,ALL,2026,3200,4,4,3200,0.00125,0.00125,0.0,1.0,4,4,0.00125,0.00125,188.5778125,2271.3490133539453,2271.3236461619636,0.01285856477301019,8.09625,0,0.3349180072546005,0.0,3588.0,43.50892379973084,13.596538687415887
victim,cicids2018_distrinet,mlp-s42,prim_hybrid_p50_targeted,Hybrid Search p50,targeted,p50,ALL,42,3200,22,22,3200,0.006875,0.006875,0.0,1.0,22,22,0.006875,0.006875,190.788125,277.1563529065255,277.0526999900389,0.006347988946818637,6.6240625,0,0.4758222699165344,0.0,3151236.5,10.810718200169504,3.37834943755297
victim,cicids2018_distrinet,mlp-s42,prim_hybrid_p50_targeted,Hybrid Search p50,targeted,p50,ALL,2024,3200,22,22,3200,0.006875,0.006875,0.0,1.0,22,22,0.006875,0.006875,190.788125,277.37211551726074,277.2682859125401,0.006356853418366837,6.605625,0,0.4931100308895111,0.0,3438260.0,11.235306899994612,3.511033406248316
victim,cicids2018_distrinet,mlp-s42,prim_hybrid_p50_targeted,Hybrid Search p50,targeted,p50,ALL,2026,3200,22,22,3198,0.006875,0.006875,0.0,0.999375,22,22,0.006875,0.006875,190.788125,276.2262789703485,276.1228673227565,0.006342036942497646,6.604375,0,0.4060193598270416,0.0,3356421.0,10.768644800176844,3.3652015000552638
victim,cicids2018_distrinet,cnn-s42,prim_hybrid_p50_targeted,Hybrid Search p50,targeted,p50,ALL,42,3200,0,0,3198,0.0,0.0,0.0,0.999375,0,0,0.0,0.0,190.70875,230.22291049922157,230.0646516187457,0.00416200148272404,6.4046875,0,,,,9.205236200010404,2.8766363125032512
victim,cicids2018_distrinet,cnn-s42,prim_hybrid_p50_targeted,Hybrid Search p50,targeted,p50,ALL,2024,3200,0,0,3198,0.0,0.0,0.0,0.999375,0,0,0.0,0.0,190.70875,234.0455821570137,233.89978279035387,0.004194301795243271,6.4115625,0,,,,9.277760999742895,2.899300312419655
victim,cicids2018_distrinet,cnn-s42,prim_hybrid_p50_targeted,Hybrid Search p50,targeted,p50,ALL,2026,3200,0,0,3197,0.0,0.0,0.0,0.9990625,0,0,0.0,0.0,190.70875,232.5480665562657,232.37081869124796,0.004214854428950148,6.4078125,0,,,,9.610361900413409,3.0032380938791903
victim,cicids2018_distrinet,ft_transformer-s42,prim_hybrid_p50_targeted,Hybrid Search p50,targeted,p50,ALL,42,3200,0,0,3198,0.0,0.0,0.0,0.999375,0,0,0.0,0.0,190.788125,224.5281219973336,224.02399715163864,0.005009984256306572,7.750625,0,,,,42.93272830010392,13.416477593782474
victim,cicids2018_distrinet,ft_transformer-s42,prim_hybrid_p50_targeted,Hybrid Search p50,targeted,p50,ALL,2024,3200,0,0,3198,0.0,0.0,0.0,0.999375,0,0,0.0,0.0,190.788125,226.1624780856552,225.62491245179746,0.005119744290551962,7.7821875,0,,,,42.863401300273836,13.394812906335574
victim,cicids2018_distrinet,ft_transformer-s42,prim_hybrid_p50_targeted,Hybrid Search p50,targeted,p50,ALL,2026,3200,0,0,3198,0.0,0.0,0.0,0.999375,0,0,0.0,0.0,190.788125,226.16095437328,225.6277889215987,0.005110536975725045,7.775,0,,,,42.64122460014187,13.325382687544334
victim,cicids2017_distrinet,mlp,prim_hybrid_p75_targeted,Hybrid Search p75,targeted,p75,ALL,42,3200,131,131,3200,0.0409375,0.0409375,0.0,1.0,131,131,0.0409375,0.0409375,188.500625,3427.2789620984177,3427.2119915636395,0.020922916942772037,8.1259375,0,0.6293227672576904,0.0,1267059.0,9.947098699864,3.1084683437075
