scope,dataset,victim,condition,method,objective,budget,source_class,n_per_seed,max_modified_outside_mask,raw_asr_mean,raw_asr_sd,raw_asr_seed42,raw_asr_seed2024,raw_asr_seed2026,valid_asr_mean,valid_asr_sd,valid_asr_seed42,valid_asr_seed2024,valid_asr_seed2026,validity_gap_pp_mean,validity_gap_pp_sd,validity_gap_pp_seed42,validity_gap_pp_seed2024,validity_gap_pp_seed2026,validator_pass_rate_mean,validator_pass_rate_sd,validator_pass_rate_seed42,validator_pass_rate_seed2024,validator_pass_rate_seed2026,raw_targeted_benign_asr_mean,raw_targeted_benign_asr_sd,raw_targeted_benign_asr_seed42,raw_targeted_benign_asr_seed2024,raw_targeted_benign_asr_seed2026,valid_targeted_benign_asr_mean,valid_targeted_benign_asr_sd,valid_targeted_benign_asr_seed42,valid_targeted_benign_asr_seed2024,valid_targeted_benign_asr_seed2026,mean_model_evaluations_mean,mean_model_evaluations_sd,mean_model_evaluations_seed42,mean_model_evaluations_seed2024,mean_model_evaluations_seed2026,mean_l2_robust_scaled_mean,mean_l2_robust_scaled_sd,mean_l2_robust_scaled_seed42,mean_l2_robust_scaled_seed2024,mean_l2_robust_scaled_seed2026,mean_linf_robust_scaled_mean,mean_linf_robust_scaled_sd,mean_linf_robust_scaled_seed42,mean_linf_robust_scaled_seed2024,mean_linf_robust_scaled_seed2026,mean_l2_train_minmax_mean,mean_l2_train_minmax_sd,mean_l2_train_minmax_seed42,mean_l2_train_minmax_seed2024,mean_l2_train_minmax_seed2026,mean_features_modified_mean,mean_features_modified_sd,mean_features_modified_seed42,mean_features_modified_seed2024,mean_features_modified_seed2026,median_primitive_cost_valid_mean,median_primitive_cost_valid_sd,median_primitive_cost_valid_seed42,median_primitive_cost_valid_seed2024,median_primitive_cost_valid_seed2026,ms_per_flow_mean,ms_per_flow_sd,ms_per_flow_seed42,ms_per_flow_seed2024,ms_per_flow_seed2026
victim,cicids2017_distrinet,cnn,prim_pgd_unbounded_targeted,Prim-PGD unbounded,targeted,unbounded,ALL,3200,0,0.596875,0.0,0.596875,0.596875,0.596875,0.596875,0.0,0.596875,0.596875,0.596875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.596875,0.0,0.596875,0.596875,0.596875,0.596875,0.0,0.596875,0.596875,0.596875,187.08624999999998,3.4809342861069267e-14,187.08625,187.08625,187.08625,21702.10995643049,109.49290572332872,21631.148543433897,21828.211051379087,21646.97027447849,21702.090716159,109.49304669831423,21631.1295208228,21828.192000442366,21646.95062721183,0.23749584376544727,0.002051140231846579,0.23770542195859673,0.23534796045018933,0.23943414888755576,8.646875,0.003840064289826602,8.6484375,8.6425,8.6496875,0.40028799573580426,0.0006509136717335155,0.40000003576278687,0.39983072876930237,0.4010332226753235,2.8771318437550994,0.04425192686714188,2.9244945624668617,2.8700580937584164,2.83684287504002
victim,cicids2017_distrinet,ft_transformer,prim_pgd_unbounded_targeted,Prim-PGD unbounded,targeted,unbounded,ALL,3200,0,0.005937500000000001,1.0622968402425924e-18,0.0059375,0.0059375,0.0059375,0.005937500000000001,1.0622968402425924e-18,0.0059375,0.0059375,0.0059375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.005937500000000001,1.0622968402425924e-18,0.0059375,0.0059375,0.0059375,0.005937500000000001,1.0622968402425924e-18,0.0059375,0.0059375,0.0059375,187.165,0.0,187.165,187.165,187.165,41243.41997251837,77.98995158684289,41181.599160229234,41331.0408091361,41217.61994818977,41243.41491166136,77.99058158796376,41181.593202817756,41331.03632994186,41217.61520222447,0.44472383493256323,0.0003782487228988697,0.44431392901549777,0.4450593824956578,0.4447981932865342,8.502812500000001,0.0011267347735824573,8.5015625,8.50375,8.503125,0.05000000322858492,2.1507973566264877e-09,0.05000000074505806,0.05000000447034836,0.05000000447034836,13.408189552040616,0.0780443036340143,13.318964187492384,13.463758468642482,13.441845999986981
victim,cicids2018_distrinet,mlp-s42,prim_pgd_unbounded_targeted,Prim-PGD unbounded,targeted,unbounded,ALL,3200,0,0.24760416666666665,0.0001804219591217542,0.2475,0.2475,0.2478125,0.24760416666666665,0.0001804219591217542,0.2475,0.2475,0.2478125,0.0,0.0,0.0,0.0,0.0,0.9996875,0.0,0.9996875,0.9996875,0.9996875,0.24760416666666665,0.0001804219591217542,0.2475,0.2475,0.2478125,0.24760416666666665,0.0001804219591217542,0.2475,0.2475,0.2478125,189.92125,0.0,189.92125,189.92125,189.92125,1038.4842728803214,4.4637175680200105,1033.3964697920032,1041.7426457870451,1040.3137030619162,994.223803910666,4.398329596249882,989.191391029547,997.3328161227132,996.1472045797375,0.34520982541806094,0.0004690795792112847,0.3451968631570119,0.3456852517868323,0.34474736131033856,7.941875,0.02820821024099194,7.95625,7.909375,7.96,0.6000000834465027,0.0,0.6000000834465027,0.6000000834465027,0.6000000834465027,3.3478402707745167,0.08233661267824433,3.4079684999596793,3.2539971249207156,3.381555187443155
victim,cicids2018_distrinet,cnn-s42,prim_pgd_unbounded_targeted,Prim-PGD unbounded,targeted,unbounded,ALL,3200,0,0.2609375,0.0,0.2609375,0.2609375,0.2609375,0.2609375,0.0,0.2609375,0.2609375,0.2609375,0.0,0.0,0.0,0.0,0.0,0.9990625,0.0,0.9990625,0.9990625,0.9990625,0.2609375,0.0,0.2609375,0.2609375,0.2609375,0.2609375,0.0,0.2609375,0.2609375,0.2609375,189.8425,0.0,189.8425,189.8425,189.8425,5703.320354914055,19.577418461425797,5724.8585839528105,5698.497149157794,5686.605331631557,5693.756138585286,19.545691088265478,5715.2507485068345,5688.968728620084,5677.048938628939,0.17763670557710262,0.00041256458412758357,0.17810687917063117,0.17733519491386177,0.1774680426468149,8.6271875,0.014055553840030946,8.6378125,8.61125,8.6325,0.10000000149011612,0.0,0.10000000149011612,0.10000000149011612,0.10000000149011612,2.8635789270871705,0.03508597546157717,2.9023929063259857,2.8542283749993658,2.8341154999361606
victim,cicids2018_distrinet,ft_transformer-s42,prim_pgd_unbounded_targeted,Prim-PGD unbounded,targeted,unbounded,ALL,3200,0,0.00125,0.0,0.00125,0.00125,0.00125,0.00125,0.0,0.00125,0.00125,0.00125,0.0,0.0,0.0,0.0,0.0,0.999375,0.0,0.999375,0.999375,0.999375,0.00125,0.0,0.00125,0.00125,0.00125,0.00125,0.0,0.00125,0.00125,0.00125,189.92125,0.0,189.92125,189.92125,189.92125,2398.2498905580674,28.320665461960942,2404.1238176383076,2423.1729849450285,2367.452869090866,2346.889095715474,28.468794774443293,2352.8691791981123,2371.892825193211,2315.905282755098,0.49168850860698243,0.00017431104501420647,0.4915432939814081,0.49188181751380805,0.4916404143257311,8.480729166666666,0.004161455074049304,8.4853125,8.4771875,8.4796875,0.07499999739229679,0.0,0.07499999739229679,0.07499999739229679,0.07499999739229679,13.43098653126314,0.4887739220319513,13.15633315622108,13.141318968773703,13.995307468794635
victim,cicids2017_distrinet,mlp,prim_hybrid_p50_targeted,Hybrid Search p50,targeted,p50,ALL,3200,0,0.023124999999999996,4.2491873609703695e-18,0.023125,0.023125,0.023125,0.023124999999999996,4.2491873609703695e-18,0.023125,0.023125,0.023125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.023124999999999996,4.2491873609703695e-18,0.023125,0.023125,0.023125,0.023124999999999996,4.2491873609703695e-18,0.023125,0.023125,0.023125,188.4984375,0.0,188.4984375,188.4984375,188.4984375,2299.5305231850775,0.9131617605316588,2299.2811023524328,2298.7679871096743,2300.5424800931255,2299.4997895763468,0.9131631021416333,2299.2503699983763,2298.7372512282777,2300.5117475023867,0.013258791802023948,5.851587751304922e-06,0.013264243242282849,0.01325260885344689,0.013259523310342112,8.113333333333333,0.00036084391824318794,8.113125,8.113125,8.11375,0.6765487591425577,0.01989107141038849,0.6812851130962372,0.6547170281410217,0.6936441361904144,3.2307723958365386,0.19497069629426694,3.0140831563039683,3.286221812450094,3.3920122187555535
victim,cicids2017_distrinet,cnn,prim_hybrid_p50_targeted,Hybrid Search p50,targeted,p50,ALL,3200,0,0.091875,0.0,0.091875,0.091875,0.091875,0.091875,0.0,0.091875,0.091875,0.091875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.091875,0.0,0.091875,0.091875,0.091875,0.091875,0.0,0.091875,0.091875,0.091875,188.4984375,0.0,188.4984375,188.4984375,188.4984375,2080.165908861182,1.4388102559239857,2078.943989538714,2079.8020045167273,2081.751732528104,2080.1353744833305,1.4387216662437359,2078.913594383034,2079.7714004030436,2081.7211286639135,0.012237637916211472,3.68876472721386e-05,0.012196771268072509,0.012247672378627473,0.012268470101934438,8.164895833333334,0.005343049418013649,8.15875,8.1675,8.1684375,0.5939867993195852,0.0110269532770074,0.5812603831291199,0.6000000834465027,0.6006999313831329,2.8503239791704496,0.012892523437611748,2.8647759062732803,2.846192124998197,2.840003906239872
victim,cicids2017_distrinet,ft_transformer,prim_hybrid_p50_targeted,Hybrid Search p50,targeted,p50,ALL,3200,0,0.00125,0.0,0.00125,0.00125,0.00125,0.00125,0.0,0.00125,0.00125,0.00125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.00125,0.0,0.00125,0.00125,0.00125,0.00125,0.0,0.00125,0.00125,0.00125,188.57781250000002,3.4809342861069267e-14,188.5778125,188.5778125,188.5778125,2271.590649419938,0.2150723350062956,2271.761117407554,2271.6618174983146,2271.3490133539453,2271.5652988788493,0.21508763293595726,2271.73578068169,2271.636469792894,2271.3236461619636,0.012859578682823482,8.870726733852988e-07,0.012860211685719996,0.012859959589740259,0.01285856477301019,8.096145833333333,0.00018042195912159397,8.09625,8.0959375,8.09625,0.3561568707227707,0.028510061744644946,0.34499312937259674,0.3885594755411148,0.3349180072546005,13.622454760382729,0.11485795600810973,13.522769031260395,13.748056562471902,13.596538687415887
victim,cicids2018_distrinet,mlp-s42,prim_hybrid_p50_targeted,Hybrid Search p50,targeted,p50,ALL,3200,0,0.006875,0.0,0.006875,0.006875,0.006875,0.006875,0.0,0.006875,0.006875,0.006875,0.0,0.0,0.0,0.0,0.0,0.9997916666666667,0.0003608439182435084,1.0,1.0,0.999375,0.006875,0.0,0.006875,0.006875,0.006875,0.006875,0.0,0.006875,0.006875,0.006875,190.788125,0.0,190.788125,190.788125,190.788125,276.9182491313783,0.6088968745727492,277.1563529065255,277.37211551726074,276.2262789703485,276.8146177417785,0.6086939330714429,277.0526999900389,277.2682859125401,276.1228673227565,0.006348959769227706,7.455793814748704e-06,0.006347988946818637,0.006356853418366837,0.006342036942497646,6.6113541666666675,0.01102347164387576,6.6240625,6.605625,6.604375,0.45831722021102905,0.046108744511447884,0.4758222699165344,0.4931100308895111,0.4060193598270416,3.4181947812855165,0.08066892077404042,3.37834943755297,3.511033406248316,3.3652015000552638
victim,cicids2018_distrinet,cnn-s42,prim_hybrid_p50_targeted,Hybrid Search p50,targeted,p50,ALL,3200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9992708333333334,0.00018042195912178625,0.999375,0.999375,0.9990625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.70875,0.0,190.70875,190.70875,190.70875,232.27218640416697,1.926210540040557,230.22291049922157,234.0455821570137,232.5480665562657,232.11175103344917,1.9306462167751428,230.0646516187457,233.89978279035387,232.37081869124796,0.004190385902305819,2.6643181948073448e-05,0.00416200148272404,0.004194301795243271,0.004214854428950148,6.408020833333334,0.0034422315920537737,6.4046875,6.4115625,6.4078125,,,,,,2.926391572934032,0.06750892577343873,2.8766363125032512,2.899300312419655,3.0032380938791903
