scope,dataset,victim,condition,method,objective,budget,source_class,n_per_seed,max_modified_outside_mask,raw_asr_mean,raw_asr_sd,raw_asr_seed42,raw_asr_seed2024,raw_asr_seed2026,valid_asr_mean,valid_asr_sd,valid_asr_seed42,valid_asr_seed2024,valid_asr_seed2026,validity_gap_pp_mean,validity_gap_pp_sd,validity_gap_pp_seed42,validity_gap_pp_seed2024,validity_gap_pp_seed2026,validator_pass_rate_mean,validator_pass_rate_sd,validator_pass_rate_seed42,validator_pass_rate_seed2024,validator_pass_rate_seed2026,raw_targeted_benign_asr_mean,raw_targeted_benign_asr_sd,raw_targeted_benign_asr_seed42,raw_targeted_benign_asr_seed2024,raw_targeted_benign_asr_seed2026,valid_targeted_benign_asr_mean,valid_targeted_benign_asr_sd,valid_targeted_benign_asr_seed42,valid_targeted_benign_asr_seed2024,valid_targeted_benign_asr_seed2026,mean_model_evaluations_mean,mean_model_evaluations_sd,mean_model_evaluations_seed42,mean_model_evaluations_seed2024,mean_model_evaluations_seed2026,mean_l2_robust_scaled_mean,mean_l2_robust_scaled_sd,mean_l2_robust_scaled_seed42,mean_l2_robust_scaled_seed2024,mean_l2_robust_scaled_seed2026,mean_linf_robust_scaled_mean,mean_linf_robust_scaled_sd,mean_linf_robust_scaled_seed42,mean_linf_robust_scaled_seed2024,mean_linf_robust_scaled_seed2026,mean_l2_train_minmax_mean,mean_l2_train_minmax_sd,mean_l2_train_minmax_seed42,mean_l2_train_minmax_seed2024,mean_l2_train_minmax_seed2026,mean_features_modified_mean,mean_features_modified_sd,mean_features_modified_seed42,mean_features_modified_seed2024,mean_features_modified_seed2026,median_primitive_cost_valid_mean,median_primitive_cost_valid_sd,median_primitive_cost_valid_seed42,median_primitive_cost_valid_seed2024,median_primitive_cost_valid_seed2026,ms_per_flow_mean,ms_per_flow_sd,ms_per_flow_seed42,ms_per_flow_seed2024,ms_per_flow_seed2026
victim,cicids2017_distrinet,mlp,prim_pgd_p75_targeted,Prim-PGD targeted→Benign,targeted,p75,ALL,3200,0,0.0409375,0.0,0.0409375,0.0409375,0.0409375,0.0409375,0.0,0.0409375,0.0409375,0.0409375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0409375,0.0,0.0409375,0.0409375,0.0409375,0.0409375,0.0,0.0409375,0.0409375,0.0409375,187.08624999999998,3.4809342861069267e-14,187.08625,187.08625,187.08625,3421.013292980428,0.6252418360217302,3420.7000328937256,3420.6066038939152,3421.733242153644,3420.9462677215524,0.6252638671170476,3420.6329511898093,3420.5396059480818,3421.666246026766,0.020914610385277744,1.260217354991348e-05,0.02092408612312929,0.02090030838689296,0.020919436645810988,8.131979166666667,0.003428017223312984,8.128125,8.133125,8.1346875,0.6166668732961019,0.028867520342094364,0.6000001430511475,0.600000262260437,0.6500002145767212,2.975689843757815,0.033106267239238575,2.937502437562216,2.996305531269172,2.9932615624420578
victim,cicids2017_distrinet,cnn,prim_pgd_p75_targeted,Prim-PGD targeted→Benign,targeted,p75,ALL,3200,0,0.1325,0.0,0.1325,0.1325,0.1325,0.1325,0.0,0.1325,0.1325,0.1325,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.1325,0.0,0.1325,0.1325,0.1325,0.1325,0.0,0.1325,0.1325,0.1325,187.08624999999998,3.4809342861069267e-14,187.08625,187.08625,187.08625,3119.8850261852895,12.326617886544259,3105.919868897411,3124.48510719765,3129.250102460808,3119.818392426527,12.326264681784057,3105.853653198241,3124.4182539672606,3129.1832701140806,0.01953617941896198,5.18725752026276e-05,0.01948217413219282,0.019585617209078594,0.01954074691561452,8.198333333333332,0.002217062151437442,8.2003125,8.19875,8.1959375,0.6458012561003367,0.009937111155839878,0.6344540119171143,0.6529500782489777,0.6499996781349182,3.2188537915499182,0.022865881566598172,3.237560343623045,3.1933636873873184,3.2256373436393915
victim,cicids2017_distrinet,ft_transformer,prim_pgd_p75_targeted,Prim-PGD targeted→Benign,targeted,p75,ALL,3200,0,0.00125,0.0,0.00125,0.00125,0.00125,0.00125,0.0,0.00125,0.00125,0.00125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.00125,0.0,0.00125,0.00125,0.00125,0.00125,0.0,0.00125,0.00125,0.00125,187.165,0.0,187.165,187.165,187.165,3273.088859396986,1.8355009465925027,3275.0229201399184,3272.8725756584986,3271.3710823925417,3273.0283109454954,1.834865384732626,3274.961823235546,3272.811807190174,3271.3113024107656,0.019689956497812293,6.1471803944495475e-06,0.019695072727675705,0.019683137400506714,0.01969165936525446,8.105312499999998,0.001900863290718071,8.1065625,8.10625,8.103125,0.26530789335568744,0.014670251044823696,0.27245138585567474,0.24843411147594452,0.2750381827354431,13.501597968740194,0.11075345836274067,13.446807406216976,13.629067343717907,13.428919156285701
victim,cicids2018_distrinet,mlp-s42,prim_pgd_p75_targeted,Prim-PGD targeted→Benign,targeted,p75,ALL,3200,0,0.0078125,0.0,0.0078125,0.0078125,0.0078125,0.0078125,0.0,0.0078125,0.0078125,0.0078125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0078125,0.0,0.0078125,0.0078125,0.0078125,0.0078125,0.0,0.0078125,0.0078125,0.0078125,189.92125,0.0,189.92125,189.92125,189.92125,350.2895907228531,4.360581595819799,353.12662695631553,345.2685608557846,352.4735843564592,350.1497305965358,4.359888650368973,352.98582753070906,345.1294543911466,352.3339098677516,0.008244551572784817,3.629431403980542e-05,0.008261028359992477,0.008202941576820522,0.008269684781541458,6.640833333333333,0.02955452676128223,6.6421875,6.610625,6.6696875,0.4528418680032094,0.00492220298947672,0.45852553844451904,0.44999995827674866,0.4500001072883606,3.0679967082930184,0.058951235650942874,3.1347764999372885,3.046034531216719,3.023179093725048
victim,cicids2018_distrinet,cnn-s42,prim_pgd_p75_targeted,Prim-PGD targeted→Benign,targeted,p75,ALL,3200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9989583333333334,0.00018042195912172215,0.99875,0.9990625,0.9990625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.8425,0.0,189.8425,189.8425,189.8425,284.6748504797186,3.11184240390869,286.8450981138313,281.10958915604385,286.0698641692807,284.4762264174358,3.1000415265097208,286.62394530386837,280.9222994036218,285.8824345448172,0.005552159883010114,0.00012552057325063972,0.005680997783534256,0.00543024301234593,0.005545238853150155,6.461458333333334,0.009459686944256241,6.4528125,6.4715625,6.46,,,,,,2.9260608332939833,0.04381779199655536,2.938135093645542,2.8774718750355532,2.962575531200855
victim,cicids2018_distrinet,ft_transformer-s42,prim_pgd_p75_targeted,Prim-PGD targeted→Benign,targeted,p75,ALL,3200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999375,0.0,0.999375,0.999375,0.999375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.92125,0.0,189.92125,189.92125,189.92125,246.2127627167155,0.8419305832331467,245.6254232710519,247.1773433044608,245.83552157463382,245.7546852214667,0.8677987591355917,245.2014414417368,246.75485094310682,245.30776327955647,0.00544553686267677,0.00017243924054801663,0.005340662629128248,0.005351391790785477,0.005644556168116586,7.869583333333334,0.011045596784843218,7.876875,7.875,7.856875,,,,,,13.393268000072567,0.021572593074719162,13.369067062521935,13.400258406400098,13.410478531295666
victim,cicids2017_distrinet,mlp,prim_pgd_p75_untargeted,Prim-PGD untargeted,untargeted,p75,ALL,3200,0,0.0409375,0.0,0.0409375,0.0409375,0.0409375,0.0409375,0.0,0.0409375,0.0409375,0.0409375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0409375,0.0,0.0409375,0.0409375,0.0409375,0.0409375,0.0,0.0409375,0.0409375,0.0409375,187.08624999999998,3.4809342861069267e-14,187.08625,187.08625,187.08625,3417.90207691065,0.6252418360218441,3417.5888168239476,3417.4953878241377,3418.6220260838663,3417.8350516889436,0.6252638671170476,3417.5217351572005,3417.428389915473,3418.5550299941574,0.02089996104305322,1.260217354991348e-05,0.02090943678090476,0.020885659044668433,0.02090478730358646,8.128541666666665,0.003428017223312984,8.1246875,8.1296875,8.13125,0.6166668732961019,0.028867520342094364,0.6000001430511475,0.600000262260437,0.6500002145767212,7.068326562512084,0.08453330626839714,7.016550249973079,7.022553781280294,7.1658756562828785
victim,cicids2017_distrinet,cnn,prim_pgd_p75_untargeted,Prim-PGD untargeted,untargeted,p75,ALL,3200,0,0.1346875,0.0,0.1346875,0.1346875,0.1346875,0.1346875,0.0,0.1346875,0.1346875,0.1346875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.13208333333333333,0.00018042195912177023,0.1321875,0.1321875,0.131875,0.13208333333333333,0.00018042195912177023,0.1321875,0.1321875,0.131875,187.08624999999998,3.4809342861069267e-14,187.08625,187.08625,187.08625,3117.709109962079,13.024162653592567,3102.7157569317183,3124.191717195859,3126.219855758658,3117.643598239118,13.024395247407853,3102.649871597166,3124.1275486317004,3126.1533744884887,0.01952183945277897,5.7041895979030855e-05,0.01946220592255158,0.01957587727177863,0.019527435164006703,8.198854166666665,0.002953634766408201,8.2021875,8.1965625,8.1978125,0.6399857401847839,0.01487447336903387,0.6242687106132507,0.6538426876068115,0.6418458223342896,7.222938656268525,0.04065671556216197,7.237819375077379,7.254058531252667,7.176938062475529
victim,cicids2017_distrinet,ft_transformer,prim_pgd_p75_untargeted,Prim-PGD untargeted,untargeted,p75,ALL,3200,0,0.00125,0.0,0.00125,0.00125,0.00125,0.00125,0.0,0.00125,0.00125,0.00125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.00125,0.0,0.00125,0.00125,0.00125,0.00125,0.0,0.00125,0.00125,0.00125,187.165,0.0,187.165,187.165,187.165,2515.6708961791232,2.514281300459395,2514.269239460499,2518.5735713292434,2514.169877747627,2515.6192329029545,2.5162553092766524,2514.2148799845877,2518.524222436815,2514.11859628746,0.017194682156669465,0.0001250314435933213,0.01727252574640652,0.017261060616025066,0.017050460107576805,7.166041666666666,0.026973535448348993,7.190625,7.1703125,7.1371875,0.26530789335568744,0.014670251044823696,0.27245138585567474,0.24843411147594452,0.2750381827354431,13.846237854183224,0.06847755796189686,13.885771125060273,13.885775656308397,13.767166781181004
victim,cicids2018_distrinet,mlp-s42,prim_pgd_p75_untargeted,Prim-PGD untargeted,untargeted,p75,ALL,3200,0,0.0253125,0.0,0.0253125,0.0253125,0.0253125,0.0253125,0.0,0.0253125,0.0253125,0.0253125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0078125,0.0,0.0078125,0.0078125,0.0078125,0.0078125,0.0,0.0078125,0.0078125,0.0078125,189.92125,0.0,189.92125,189.92125,189.92125,353.04578498463803,4.409542530939486,355.8516921344472,347.96326225939106,355.3224005600759,352.9289134148889,4.408116807401047,355.73392374667304,347.8480347542807,355.20478174371283,0.008213592937826506,4.5230873206587575e-05,0.008232236102643677,0.008162020246613177,0.008246522464222663,6.601145833333334,0.030162860890229556,6.601875,6.570625,6.6309375,0.6079374154408773,0.013748172011949288,0.6000003218650818,0.5999994874000549,0.6238124370574951,2.966072041648052,0.07932583530034355,3.0511714686872438,2.894176906265784,2.952867749991128
