,params._lambda,params.optimizer,params.lr,params.max_iter,params.sample_num,params.kappa,metrics.success_rate,metrics.mean_l2_distance,metrics.mean_linf_distance,metrics.perturbed_features_latent,metrics.perturbed_features_input,metrics.mean_confidence_successful,metrics.mean_confidence_unsuccessful,metrics.min_confidence_unsuccessful,metrics.max_confidence_unsuccessful,metrics.mean_md_distance,metrics.outlier_rate,metrics.outliers,attack,dataset,model,params.epsilon,params.alpha,params.num_steps,params.p_norm
83,,,,,500,,0.366,0.738400399684906,0.20000004768371582,16.0,4.8743169398907105,0.7821386245485202,0.16358204895765624,0.0,0.4968281388282776,3.9111944541825463,0.09836065573770492,18/183,pgd,adult,MLP,0.2,0.07,50.0,
84,,,,,500,,0.374,0.7395731806755066,0.20000004768371582,16.0,4.818181818181818,0.7737266150288244,0.15987323895810893,0.0,0.4948360323905945,3.9578391798453336,0.12299465240641712,23/187,pgd,adult,MLP,0.2,0.07,70.0,
85,,,,,500,,0.354,0.8967723250389099,0.2999202013015747,16.0,5.209039548022599,0.8053181410820084,0.17263708782638928,0.0,0.4960232973098755,4.380061567399102,0.20903954802259886,37/177,pgd,adult,MLP,0.3,0.03,10.0,
86,,,,,500,,0.44,1.084939956665039,0.30000001192092896,15.89090909090909,5.3090909090909095,0.8561503805246585,0.16899716321911132,0.0,0.4992743134498596,4.633995570323952,0.32727272727272727,72/220,pgd,adult,MLP,0.3,0.03,30.0,
87,,,,,500,,0.46,1.0928781032562256,0.30000004172325134,15.943478260869565,5.408695652173913,0.8446604629948959,0.1646006712207088,0.0,0.4979379177093506,4.562867972348508,0.2956521739130435,68/230,pgd,adult,MLP,0.3,0.03,50.0,
88,,,,,500,,0.454,1.0942168235778809,0.30000004172325134,15.960352422907489,5.3039647577092515,0.8409291611950669,0.17099720195972876,0.0,0.49921756982803345,4.567700343197383,0.28634361233480177,65/227,pgd,adult,MLP,0.3,0.03,70.0,
89,,,,,500,,0.418,1.01994788646698,0.30000001192092896,15.933014354066986,5.248803827751196,0.832503875415142,0.1670839264220798,0.0,0.499320387840271,4.481000935549036,0.215311004784689,45/209,pgd,adult,MLP,0.3,0.05,10.0,
90,,,,,500,,0.454,1.1016111373901367,0.30000004172325134,15.907488986784141,5.466960352422907,0.8576296017767532,0.17072327233059503,0.0,0.4980178475379944,4.609750479069729,0.29955947136563876,68/227,pgd,adult,MLP,0.3,0.05,30.0,
91,,,,,500,,0.454,1.1028456687927246,0.30000004172325134,15.929515418502202,5.361233480176211,0.8635874974591945,0.17282795120071578,0.0,0.4995960593223572,4.568213294418089,0.28634361233480177,65/227,pgd,adult,MLP,0.3,0.05,50.0,
92,,,,,500,,0.448,1.1052273511886597,0.30000004172325134,15.897321428571429,5.428571428571429,0.8622425712378815,0.17696307232414465,0.0,0.4991256594657898,4.495387889631472,0.26339285714285715,59/224,pgd,adult,MLP,0.3,0.05,70.0,
93,,,,,500,,0.428,1.061567783355713,0.29999998211860657,16.0,5.392523364485982,0.8442044313694687,0.17813648939966323,0.0,0.498762845993042,4.5103768549183645,0.2803738317757009,60/214,pgd,adult,MLP,0.3,0.07,10.0,
