scope,dataset,victim,condition,method,objective,budget,source_class,n_per_seed,max_modified_outside_mask,raw_asr_mean,raw_asr_sd,raw_asr_seed42,raw_asr_seed2024,raw_asr_seed2026,valid_asr_mean,valid_asr_sd,valid_asr_seed42,valid_asr_seed2024,valid_asr_seed2026,validity_gap_pp_mean,validity_gap_pp_sd,validity_gap_pp_seed42,validity_gap_pp_seed2024,validity_gap_pp_seed2026,validator_pass_rate_mean,validator_pass_rate_sd,validator_pass_rate_seed42,validator_pass_rate_seed2024,validator_pass_rate_seed2026,raw_targeted_benign_asr_mean,raw_targeted_benign_asr_sd,raw_targeted_benign_asr_seed42,raw_targeted_benign_asr_seed2024,raw_targeted_benign_asr_seed2026,valid_targeted_benign_asr_mean,valid_targeted_benign_asr_sd,valid_targeted_benign_asr_seed42,valid_targeted_benign_asr_seed2024,valid_targeted_benign_asr_seed2026,mean_model_evaluations_mean,mean_model_evaluations_sd,mean_model_evaluations_seed42,mean_model_evaluations_seed2024,mean_model_evaluations_seed2026,mean_l2_robust_scaled_mean,mean_l2_robust_scaled_sd,mean_l2_robust_scaled_seed42,mean_l2_robust_scaled_seed2024,mean_l2_robust_scaled_seed2026,mean_linf_robust_scaled_mean,mean_linf_robust_scaled_sd,mean_linf_robust_scaled_seed42,mean_linf_robust_scaled_seed2024,mean_linf_robust_scaled_seed2026,mean_l2_train_minmax_mean,mean_l2_train_minmax_sd,mean_l2_train_minmax_seed42,mean_l2_train_minmax_seed2024,mean_l2_train_minmax_seed2026,mean_features_modified_mean,mean_features_modified_sd,mean_features_modified_seed42,mean_features_modified_seed2024,mean_features_modified_seed2026,median_primitive_cost_valid_mean,median_primitive_cost_valid_sd,median_primitive_cost_valid_seed42,median_primitive_cost_valid_seed2024,median_primitive_cost_valid_seed2026,ms_per_flow_mean,ms_per_flow_sd,ms_per_flow_seed42,ms_per_flow_seed2024,ms_per_flow_seed2026
class,cicids2017_distrinet,cnn,prim_pgd_p75_untargeted,"PrimAttack (Prim-PGD, p75)",untargeted,p75,Recon,800,0,0.00375,0.0,0.00375,0.00375,0.00375,0.00375,0.0,0.00375,0.00375,0.00375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.00125,0.0,0.00125,0.00125,0.00125,0.00125,0.0,0.00125,0.00125,0.00125,3.52,0.0,3.52,3.52,3.52,0.10371752254616155,0.002207274464522814,0.10355562267806075,0.10159565567297033,0.10600128928745357,0.10335411177039422,0.0022077912742037085,0.10319258028148116,0.10123152257430731,0.1056382324553942,1.2414464628103378e-05,1.4616625368462658e-08,1.239759487621642e-05,1.2422447463543792e-05,1.2423351544549916e-05,0.10833333333333334,0.0007216878364870328,0.1075,0.10875,0.10875,0.24988923966884613,0.0,0.24988923966884613,0.24988923966884613,0.24988923966884613,6.2957429166029515,0.10901112455482359,6.389689749921672,6.321322374860756,6.176216625026427
class,cicids2017_distrinet,cnn,prim_pgd_p75_untargeted,"PrimAttack (Prim-PGD, p75)",untargeted,p75,BruteForce,800,0,0.00875,0.0,0.00875,0.00875,0.00875,0.00875,0.0,0.00875,0.00875,0.00875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.00875,0.0,0.00875,0.00875,0.00875,0.00875,0.0,0.00875,0.00875,0.00875,253.0,0.0,253.0,253.0,253.0,3807.6244242694124,0.9377122682876508,3808.706998236511,3807.0649850844,3807.101289487327,3807.624266304347,0.9376952801501013,3808.706820652174,3807.0648369565215,3807.101141304348,0.034138632453268265,7.725257692674614e-06,0.03414752475973257,0.03413357411482965,0.0341347984852426,10.97125,0.00866025403784369,10.98125,10.96625,10.96625,0.4469573199748993,0.06865215867083142,0.4068068861961365,0.40783730149269104,0.5262277722358704,7.589767458460604,0.07058253278018818,7.661604125169106,7.520509750174824,7.5871885000378825
class,cicids2017_distrinet,ft_transformer,prim_pgd_p75_untargeted,"PrimAttack (Prim-PGD, p75)",untargeted,p75,DoS,800,0,0.00125,0.0,0.00125,0.00125,0.00125,0.00125,0.0,0.00125,0.00125,0.00125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.00125,0.0,0.00125,0.00125,0.00125,0.00125,0.0,0.00125,0.00125,0.00125,248.905,0.0,248.905,248.905,248.905,2159.7563313779515,1.617584845124437,2157.919138726859,2160.966686342196,2160.3831690647985,2159.617980305368,1.6241404653857774,2157.7751691637245,2160.8408283640365,2160.2379433883434,0.01113372041883269,7.301600502203817e-06,0.011137021922866374,0.011125351153347049,0.011138788180284652,10.6625,0.01536025715930576,10.66875,10.645,10.67375,0.14959525068600973,0.0007074832824887167,0.15000371634960175,0.14877831935882568,0.15000371634960175,19.204528166737873,0.09913234288926044,19.318894875177648,19.143171875039116,19.151517749996856
class,cicids2017_distrinet,ft_transformer,prim_pgd_p75_untargeted,"PrimAttack (Prim-PGD, p75)",untargeted,p75,DDoS,800,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.92,0.0,242.92,242.92,242.92,4121.054331874063,9.116576801597075,4117.242769567462,4131.458110860182,4114.462115194545,4120.986710639444,9.112773243589833,4117.169972426463,4131.387253687233,4114.402905804637,0.023822885608194084,0.0005040572245984208,0.024130682908654087,0.024096794510541187,0.023241179405386975,6.9174999999999995,0.11289513939935598,7.00875,6.9525,6.79125,,,,,,16.291371166686684,0.29771301423566404,16.39282437507063,16.525097500125412,15.956191624864005
class,cicids2017_distrinet,ft_transformer,prim_pgd_p75_untargeted,"PrimAttack (Prim-PGD, p75)",untargeted,p75,Recon,800,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8349999999999995,5.438959822042073e-16,3.835,3.835,3.835,0.37227906111680426,0.0,0.37227906111680426,0.37227906111680426,0.37227906111680426,0.3720142177290519,6.798699777552591e-17,0.37201421772905185,0.37201421772905185,0.37201421772905185,2.511615886658884e-05,4.1495970321976264e-21,2.5116158866588844e-05,2.5116158866588844e-05,2.5116158866588844e-05,0.12,0.0,0.12,0.12,0.12,,,,,,3.1580360832352503,0.06746344984663347,3.234902374970261,3.130557249824051,3.1086486249114387
class,cicids2017_distrinet,ft_transformer,prim_pgd_p75_untargeted,"PrimAttack (Prim-PGD, p75)",untargeted,p75,BruteForce,800,0,0.00375,0.0,0.00375,0.00375,0.00375,0.00375,0.0,0.00375,0.00375,0.00375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.00375,0.0,0.00375,0.00375,0.00375,0.00375,0.0,0.00375,0.00375,0.00375,253.0,0.0,253.0,253.0,253.0,3781.5006424033613,0.040520647030704904,3781.5427704865597,3781.4972090534766,3781.461947670048,3781.5002264492755,0.04053038397850079,3781.5423641304346,3781.496793478261,3781.46152173913,0.03379700644078449,2.636033347982028e-07,0.033797281995239035,0.03379698064134544,0.03379675668576901,10.964166666666666,0.0007216878364874014,10.965,10.96375,10.96375,0.28165678183237713,0.027529765316264214,0.2948939800262451,0.25000879168510437,0.30006757378578186,16.731016000073094,0.12843752023502877,16.596462875022553,16.74427600024501,16.852309124951717
class,cicids2018_distrinet,mlp-s42,prim_pgd_p75_untargeted,"PrimAttack (Prim-PGD, p75)",untargeted,p75,DoS,800,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.045,0.0,235.045,235.045,235.045,1.2333614252048861,0.012282932302054425,1.2318058912814447,1.221930356775931,1.2463480275572827,1.1633567464606946,0.01205454486367813,1.162082472585211,1.1519899581471646,1.1759978086497085,0.0003194839644864803,5.0679695075564905e-06,0.00031697081280525065,0.0003161637110316251,0.000325317369622565,2.825833333333333,0.06638351326446455,2.8,2.77625,2.90125,,,,,,2.8664205000192546,0.29824395901791545,3.2010997500037774,2.6287828749627806,2.7693788750912063
class,cicids2018_distrinet,mlp-s42,prim_pgd_p75_untargeted,"PrimAttack (Prim-PGD, p75)",untargeted,p75,DDoS,800,0,0.075,0.0,0.075,0.075,0.075,0.075,0.0,0.075,0.075,0.075,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.005,0.0,0.005,0.005,0.005,0.005,0.0,0.005,0.005,0.005,240.085,0.0,240.085,240.085,240.085,1158.3922289900054,0.5401671125291951,1158.1458990693259,1158.0191362681962,1159.0116516324938,1158.102108728909,0.5380683636834056,1157.8516608654704,1157.7349156983173,1158.7197496229387,0.02710787827544416,2.770710208057807e-05,0.02712667893593122,0.02707605954026983,0.027120896350131426,10.565833333333332,0.051604465246074954,10.595,10.50625,10.59625,0.6710342466831207,0.017493149793203735,0.6569755375385284,0.6906244456768036,0.6655027568340302,3.21096824996251,0.0994800458187478,3.2345473748864606,3.101817000133451,3.296540374867618
class,cicids2018_distrinet,mlp-s42,prim_pgd_p75_untargeted,"PrimAttack (Prim-PGD, p75)",untargeted,p75,Recon,800,0,0.02625,0.0,0.02625,0.02625,0.02625,0.02625,0.0,0.02625,0.02625,0.02625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.02625,0.0,0.02625,0.02625,0.02625,0.02625,0.0,0.02625,0.02625,0.02625,31.554999999999996,4.351167857633658e-15,31.555,31.555,31.555,252.31414511761287,17.338268344894967,263.7856639963287,232.36857427341792,260.788197083092,252.2565513933848,17.337786518776504,263.7283177051077,232.31159456477525,260.7297419102714,0.0050016192876551355,0.000150716246723791,0.005059910628646889,0.004830463136206112,0.005114484098112404,1.0191666666666668,0.01312995938049055,1.01875,1.00625,1.0325,0.42157208919525146,0.0310091450238147,0.4262116849422455,0.3885045647621155,0.45000001788139343,2.782380499993451,0.012276498178123057,2.787140749860555,2.76843675004784,2.7915640000719577
class,cicids2018_distrinet,mlp-s42,prim_pgd_p75_untargeted,"PrimAttack (Prim-PGD, p75)",untargeted,p75,BruteForce,800,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,253.0,253.0,253.0,0.2434044057292205,4.382309152896461e-06,0.2433995808527965,0.24340813917429524,0.24340549716056978,0.1936367908011115,2.533436311812702e-06,0.1936339435286925,0.19363879588325575,0.19363763299138625,0.0004253902237202495,5.511831346024907e-09,0.0004253840331913491,0.0004253945989451432,0.0004253920390242562,11.99375,0.0,11.99375,11.99375,11.99375,,,,,,3.0045189166169926,0.06487037831892153,2.981897999998182,3.0776709999190643,2.953987749933731
class,cicids2018_distrinet,cnn-s42,prim_pgd_p75_untargeted,"PrimAttack (Prim-PGD, p75)",untargeted,p75,DoS,800,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.73,0.0,234.73,234.73,234.73,0.43687351064939023,0.013481261054395236,0.4437532115882498,0.42134041058108734,0.4455269097788336,0.40161769519295,0.01179865483263335,0.4076795632071339,0.3880203723517491,0.40915315001996705,0.00017738688586704237,6.980114230398356e-06,0.000181409188151291,0.0001693269490682754,0.0001814245203815607,3.2887500000000003,0.048039697126438956,3.23375,3.3225,3.31,,,,,,2.907184500072617,0.24177326164110088,3.1724298748304136,2.6991431252099574,2.8499805001774803
class,cicids2018_distrinet,cnn-s42,prim_pgd_p75_untargeted,"PrimAttack (Prim-PGD, p75)",untargeted,p75,DDoS,800,0,0.04624999999999999,8.498374721940739e-18,0.04625,0.04625,0.04625,0.04624999999999999,8.498374721940739e-18,0.04625,0.04625,0.04625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.085,0.0,240.085,240.085,240.085,531.7931161462648,9.163320226443759,532.0368009547931,522.5103840003912,540.8321634836099,531.3151999904172,9.162371295724725,531.4702170881505,522.0763037172329,540.3990791658682,0.0138846224136088,0.000340318640311257,0.014204765759839408,0.013527198377088583,0.013921903103898405,10.449583333333335,0.00563656219102881,10.45,10.455,10.44375,0.8478819529215494,0.034794604448529144,0.8690468072891235,0.8077241778373718,0.8668748736381531,2.8575212082553967,0.1046236641248676,2.977552749798633,2.809355875069741,2.7856549998978153
class,cicids2018_distrinet,cnn-s42,prim_pgd_p75_untargeted,"PrimAttack (Prim-PGD, p75)",untargeted,p75,Recon,800,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9958333333333332,0.0007216878364870169,0.995,0.99625,0.99625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.554999999999996,4.351167857633658e-15,31.555,31.555,31.555,590.408701968858,6.9362016211136694,598.3748976077216,585.7074898052899,587.1437184935628,590.0949816051184,6.935050422811767,598.0598785308961,585.3947329693088,586.8303333151504,0.007672518422885085,0.00016243878852812077,0.007856561694917438,0.007549153278239486,0.0076118402954983315,1.2479166666666666,0.0019094065395648925,1.25,1.24625,1.2475,,,,,,2.6319461667056507,0.09480507536417983,2.5356586251291446,2.6349841250339523,2.725195749953855
class,cicids2018_distrinet,cnn-s42,prim_pgd_p75_untargeted,"PrimAttack (Prim-PGD, p75)",untargeted,p75,BruteForce,800,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,253.0,253.0,253.0,1.7830594641034265,0.04075229957615034,1.7430840189988672,1.7815478201007684,1.824546553210644,1.7621114784399292,0.041120284027280234,1.7217413932615855,1.7606500449763072,1.8039429970818943,0.00039362732765189554,1.2887990646096882e-06,0.0003931998334917714,0.00039260659525208215,0.0003950755542118331,11.316666666666665,0.01880547349399444,11.33625,11.315,11.29875,,,,,,2.9324479166340702,0.10090933384089183,3.031129624869209,2.8294495001318865,2.936764624901116
class,cicids2018_distrinet,ft_transformer-s42,prim_pgd_p75_untargeted,"PrimAttack (Prim-PGD, p75)",untargeted,p75,DoS,800,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.045,0.0,235.045,235.045,235.045,6.1998526961179055,0.009936906671116552,6.209605520196693,6.2002111604912535,6.189741407665773,6.036473958317084,0.010233529126043698,6.047419935661573,6.034856394829441,6.02714554446024,0.0011127709321802313,5.532020462278834e-06,0.001111925179265459,0.0011186771266933604,0.0011077104905818744,10.465416666666668,0.04375595197608288,10.46625,10.50875,10.42125,,,,,,15.854694083294211,0.08005296364446293,15.861758000100963,15.93098099983763,15.771343249944039
class,cicids2018_distrinet,ft_transformer-s42,prim_pgd_p75_untargeted,"PrimAttack (Prim-PGD, p75)",untargeted,p75,DDoS,800,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.085,0.0,240.085,240.085,240.085,246.34308141852452,3.367384810847231,243.92243135352993,250.1886712216769,244.9181416803667,244.76583968560575,3.467692969989949,242.48004054523096,248.75588453686225,243.06159397472402,0.010418541574269628,0.0006965447644787863,0.00999950473693903,0.010033517559089551,0.011222602426780305,8.600416666666666,0.03761094698798972,8.60375,8.56125,8.63625,,,,,,15.885882458436148,0.3052099419153877,16.23023225023644,15.778673125023488,15.648742000048514
class,cicids2018_distrinet,ft_transformer-s42,prim_pgd_p75_untargeted,"PrimAttack (Prim-PGD, p75)",untargeted,p75,Recon,800,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9975,0.0,0.9975,0.9975,0.9975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.554999999999996,4.351167857633658e-15,31.555,31.555,31.555,733.581579108245,0.012621097810386693,733.5867940416949,733.5907570334005,733.5671862496397,733.5132412016661,0.01276829246976633,733.518600090555,733.5224567572217,733.4986667572216,0.009826687491510444,7.403463697130949e-08,0.009826647990500044,0.009826772899308495,0.009826641584722793,1.15625,0.0,1.15625,1.15625,1.15625,,,,,,3.599657083298856,0.03365436582492856,3.6283858749084175,3.6079556250479072,3.5626297499402426
class,cicids2018_distrinet,ft_transformer-s42,prim_pgd_p75_untargeted,"PrimAttack (Prim-PGD, p75)",untargeted,p75,BruteForce,800,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,253.0,253.0,253.0,3.419466552314961,0.0026737696604952174,3.4213074069505485,3.416399619731541,3.420692630262794,3.412024444444444,0.0026658109738218858,3.41386,3.4089666666666663,3.4132466666666663,0.00041719577797005907,3.8618169429681785e-07,0.00041745684942505175,0.00041675216466024334,0.00041737831982488217,10.96875,0.008660254037844714,10.97375,10.95875,10.97375,,,,,,16.820045958350722,0.14830877874661472,16.649571000016294,16.91939762502443,16.891169250011444
class,cicids2017_distrinet,mlp,pgd_untargeted,PGD,untargeted,native,DoS,800,56,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.9729166666666668,0.005051814855409228,0.9775,0.97375,0.9675,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,40.0,40.0,4.367927353064149,0.0008942839685068667,4.368111106773798,4.368715487429123,4.366955464989526,0.5000713840112185,7.667100362355987e-06,0.5000669541690838,0.5000802372153442,0.5000669606492276,1.1997941007294277,0.0003336826469888219,1.1998436189977277,1.200100257090125,1.1994384261004307,78.20375,0.009762812094882627,78.1925,78.21,78.20875,,,,,,0.05676579166902229,0.03471652282706804,0.09683937503723428,0.035824624937959015,0.037633375031873584
class,cicids2017_distrinet,mlp,pgd_untargeted,PGD,untargeted,native,DDoS,800,56,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.7637499999999999,0.009762812094883366,0.76875,0.77,0.7525,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,40.0,40.0,4.326825687643267,0.001954511245149236,4.325234531546393,4.3290073684707036,4.326235162912705,0.5000006325713089,4.525994190206469e-09,0.5000006323507389,0.5000006372035554,0.5000006281596325,1.2124340726797904,0.0016415346808987554,1.2107585993129204,1.2140394211507035,1.2125041975757476,77.50458333333334,0.033126965350504,77.49,77.5425,77.48125,,,,,,0.03658574996128058,0.00037901884775337207,0.036180500173941255,0.03693149978062138,0.03664524992927909
class,cicids2017_distrinet,mlp,pgd_untargeted,PGD,untargeted,native,Recon,800,56,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.9870833333333334,0.004732423621500254,0.98375,0.9925,0.985,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,40.0,40.0,4.4048775162049685,0.0007780825741555337,4.405634450936834,4.404918214499577,4.404079883178495,0.5000006703090031,5.031136456489159e-09,0.5000006705406287,0.5000006651660542,0.5000006752203262,1.2201046403377604,0.0011951123034023455,1.2213488383455076,1.2199995248015938,1.21896555786618,78.9975,0.0012499999999988631,78.99625,78.9975,78.99875,,,,,,0.04074508343668034,0.005853039514233452,0.03399787499802187,0.04445700003998354,0.0437803752720356
class,cicids2017_distrinet,mlp,pgd_untargeted,PGD,untargeted,native,BruteForce,800,56,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.9945833333333334,0.0007216878364870169,0.995,0.99375,0.995,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,40.0,40.0,4.417439974891692,0.0008931585608312716,4.417004198355304,4.418467373087271,4.416848353232498,0.5000003403120808,7.896484900351904e-11,0.5000003403560621,0.5000003403592616,0.5000003402209188,1.2210219802595859,0.0006427688696653007,1.2206908347073628,1.2217627997542824,1.220612306317112,79.0,0.0,79.0,79.0,79.0,,,,,,0.03505958341217289,0.001129273483567639,0.0351456250064075,0.03388975019333884,0.03614337503677234
class,cicids2017_distrinet,cnn,pgd_untargeted,PGD,untargeted,native,DoS,800,56,0.9858333333333333,0.0019094065395649411,0.98625,0.9875,0.98375,0.0,0.0,0.0,0.0,0.0,98.58333333333333,0.19094065395649334,98.625,98.75,98.375,0.0,0.0,0.0,0.0,0.0,0.8979166666666666,0.004018187817080376,0.895,0.9025,0.89625,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,40.0,40.0,4.065574696450586,0.002620188923831188,4.068598543464659,4.064150248215375,4.063975297671725,0.5000713971183673,7.672757595840607e-06,0.5000669609927502,0.5000802568527469,0.5000669735096052,1.1694316575066093,0.0015863949128735808,1.1712154662448202,1.1689005420074858,1.1681789642675218,78.20541666666666,0.017955384522012532,78.185,78.2125,78.21875,,,,,,1.560923541643812,0.014120789450235902,1.5749608748592436,1.5467207500478253,1.5610890000243671
class,cicids2017_distrinet,cnn,pgd_untargeted,PGD,untargeted,native,DDoS,800,56,0.8591666666666667,0.0028867513459481316,0.8625,0.8575,0.8575,0.0,0.0,0.0,0.0,0.0,85.91666666666667,0.2886751345948129,86.25,85.75,85.75,0.0,0.0,0.0,0.0,0.0,0.38375000000000004,0.00819679815537752,0.3825,0.37625,0.3925,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,40.0,40.0,3.9998248824711062,0.005050601046914162,3.995567968678565,3.9985011538773945,4.005405524857359,0.5000004456397337,3.76137199591124e-09,0.5000004416812377,0.5000004491667709,0.5000004460711924,1.1169157682586344,0.002407209905513031,1.1149271688144688,1.1162281750836522,1.1195919608777825,77.48041666666667,0.023463180375496877,77.46625,77.5075,77.4675,,,,,,1.5460155834443867,0.010104204932882345,1.5575097501277924,1.5385341251385398,1.542002875066828
class,cicids2017_distrinet,cnn,pgd_untargeted,PGD,untargeted,native,Recon,800,56,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.9970833333333333,0.0007216878364870809,0.9975,0.99625,0.9975,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,40.0,40.0,4.000863340513027,0.0006281459477017824,4.00123667202569,4.000138125763703,4.00121522374969,0.500000653640536,1.929816005171635e-08,0.5000006705533832,0.5000006326188555,0.5000006577493696,1.1357749313304624,0.0012187814623861872,1.134374984820439,1.1365995664475699,1.1363502427233783,78.99541666666667,0.0019094065395631966,78.995,78.9975,78.99375,,,,,,1.5457836665639964,0.02213593441785506,1.5711664999253117,1.535696749924682,1.5304877498419955
class,cicids2017_distrinet,cnn,pgd_untargeted,PGD,untargeted,native,BruteForce,800,56,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.9954166666666667,0.002602082499332655,0.99625,0.9925,0.9975,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,40.0,40.0,3.973065033906387,0.0017978948382699749,3.9725817802776953,3.971558154130169,3.9750551673112966,0.5000003313730118,1.8956764097400967e-09,0.5000003334972416,0.5000003298533764,0.5000003307684177,1.0583976338682555,0.002173221007712561,1.0565474725605266,1.057854529622354,1.0607908994218858,78.98916666666666,0.0026020824993302992,78.99,78.99125,78.98625,,,,,,1.5231903750100173,0.013767961669826396,1.5390808752272278,1.514825874764938,1.5156643750378862
class,cicids2017_distrinet,ft_transformer,pgd_untargeted,PGD,untargeted,native,DoS,800,56,0.9858333333333333,0.002602082499332673,0.985,0.98875,0.98375,0.0,0.0,0.0,0.0,0.0,98.58333333333333,0.26020824993326663,98.5,98.875,98.375,0.0,0.0,0.0,0.0,0.0,0.96125,0.005448623679425853,0.955,0.96375,0.965,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,40.0,40.0,4.212924855981495,0.002631189247749274,4.210580797317271,4.215770862192622,4.212422908434589,0.5000713863093328,7.672378598915741e-06,0.5000669566357331,0.5000802456090315,0.5000669566832336,1.1567555646672105,0.001850904860188425,1.1560633655543866,1.1588528050211093,1.1553505234261352,78.20291666666667,0.006884463184101366,78.19625,78.21,78.2025,,,,,,3.778488333337009,0.12468733240890277,3.9224541251314804,3.7080282499664463,3.7049826249131
class,cicids2017_distrinet,ft_transformer,pgd_untargeted,PGD,untargeted,native,DDoS,800,56,0.9970833333333333,0.003145764348029471,1.0,0.9975,0.99375,0.0,0.0,0.0,0.0,0.0,99.70833333333333,0.31457643480294795,100.0,99.75,99.375,0.0,0.0,0.0,0.0,0.0,0.6533333333333333,0.01376892636821528,0.6375,0.6625,0.66,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,40.0,40.0,4.165185666704807,0.008581392352221339,4.155902287581655,4.172828097632217,4.16682661490055,0.5000006262552928,1.3950864797753349e-09,0.5000006276946471,0.5000006261620825,0.5000006249091489,1.158925793459012,0.001759359842928801,1.1585224792230404,1.1574031100429942,1.1608517911110012,77.5075,0.03139964171770543,77.49,77.54375,77.48875,,,,,,3.7109364999923855,0.0027108953508929853,3.7085835001198575,3.7139008750091307,3.7103251248481683
class,cicids2017_distrinet,ft_transformer,pgd_untargeted,PGD,untargeted,native,Recon,800,56,0.9991666666666666,0.0014433756729740337,1.0,0.9975,1.0,0.0,0.0,0.0,0.0,0.0,99.91666666666667,0.14433756729740646,100.0,99.75,100.0,0.0,0.0,0.0,0.0,0.0,0.9870833333333332,0.0026020824993326724,0.985,0.98625,0.99,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,40.0,40.0,3.970123446097807,0.000895516096106628,3.96921196122929,3.970156287149669,3.971002089914464,0.5000005794532129,8.945805924345114e-09,0.5000005896402521,0.5000005758414552,0.5000005728779314,1.0999647995556125,0.0009824905767216096,1.1008922693040168,1.1000668717445443,1.0989352576182758,78.96541666666667,0.006291528696060765,78.97125,78.96625,78.95875,,,,,,3.7156920832543014,0.005610025789368944,3.7216701250872575,3.714863999921363,3.7105421247542836
