scope,dataset,victim,condition,method,objective,budget,source_class,n_per_seed,max_modified_outside_mask,raw_asr_mean,raw_asr_sd,raw_asr_seed42,raw_asr_seed2024,raw_asr_seed2026,valid_asr_mean,valid_asr_sd,valid_asr_seed42,valid_asr_seed2024,valid_asr_seed2026,validity_gap_pp_mean,validity_gap_pp_sd,validity_gap_pp_seed42,validity_gap_pp_seed2024,validity_gap_pp_seed2026,validator_pass_rate_mean,validator_pass_rate_sd,validator_pass_rate_seed42,validator_pass_rate_seed2024,validator_pass_rate_seed2026,mean_model_evaluations_mean,mean_model_evaluations_sd,mean_model_evaluations_seed42,mean_model_evaluations_seed2024,mean_model_evaluations_seed2026,mean_l2_robust_scaled_mean,mean_l2_robust_scaled_sd,mean_l2_robust_scaled_seed42,mean_l2_robust_scaled_seed2024,mean_l2_robust_scaled_seed2026,mean_linf_robust_scaled_mean,mean_linf_robust_scaled_sd,mean_linf_robust_scaled_seed42,mean_linf_robust_scaled_seed2024,mean_linf_robust_scaled_seed2026,mean_l2_train_minmax_mean,mean_l2_train_minmax_sd,mean_l2_train_minmax_seed42,mean_l2_train_minmax_seed2024,mean_l2_train_minmax_seed2026,mean_features_modified_mean,mean_features_modified_sd,mean_features_modified_seed42,mean_features_modified_seed2024,mean_features_modified_seed2026,median_primitive_cost_valid_mean,median_primitive_cost_valid_sd,median_primitive_cost_valid_seed42,median_primitive_cost_valid_seed2024,median_primitive_cost_valid_seed2026,ms_per_flow_mean,ms_per_flow_sd,ms_per_flow_seed42,ms_per_flow_seed2024,ms_per_flow_seed2026
victim,cicids2017_distrinet,mlp,prim_hybrid_p50_targeted,Hybrid Search p50,targeted,p50,ALL,3200,0,0.063125,0.0,0.063125,0.063125,0.063125,0.063125,0.0,0.063125,0.063125,0.063125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,188.79937499999997,3.4809342861069267e-14,188.799375,188.799375,188.799375,2324.5571684283045,2.7661714899096967,2327.525597341712,2322.0516670133347,2324.0942409298673,2324.5124841028096,2.7660959618224754,2327.4807822776197,2322.0069676333746,2324.049702397434,0.021796952151753226,6.517229531115063e-05,0.021872160852533438,0.021761620810676306,0.021757074792049923,14.911875,0.007924201458191763,14.9084375,14.9209375,14.90625,1.5000001589457195,5.538209225641233e-07,1.5,1.4999997019767761,1.500000774860382,3.2463209375176425,0.16983506166388967,3.119246656206087,3.1805018126033247,3.439214343743515
victim,cicids2017_distrinet,cnn,prim_hybrid_p50_targeted,Hybrid Search p50,targeted,p50,ALL,3200,0,0.13104166666666664,0.0003608439182435244,0.130625,0.13125,0.13125,0.13104166666666664,0.0003608439182435244,0.130625,0.13125,0.13125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,188.7059375,0.0,188.7059375,188.7059375,188.7059375,2087.6281989400436,3.7599725247017948,2084.0217972990963,2091.524912069925,2087.337887451109,2087.579787265402,3.7598343811434187,2083.9735655184986,2091.4763947611937,2087.2894015165134,0.021089544508354135,6.851267453301618e-05,0.02101107018354368,0.021120102855700606,0.021137460485818126,14.797916666666667,0.011962397683295546,14.788125,14.81125,14.794375,1.405083139737447,0.022996698661407862,1.385982871055603,1.4306092858314514,1.3986572623252869,2.8874325417079185,0.011564944524090405,2.8786805938580073,2.90054353128653,2.8830734999792185
victim,cicids2017_distrinet,ft_transformer,prim_hybrid_p50_targeted,Hybrid Search p50,targeted,p50,ALL,3200,0,0.0015625000000000003,2.655742100606481e-19,0.0015625,0.0015625,0.0015625,0.0015625000000000003,2.655742100606481e-19,0.0015625,0.0015625,0.0015625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,188.7721875,0.0,188.7721875,188.7721875,188.7721875,2283.1657067097385,0.11897679003409929,2283.2024921249986,2283.261946464722,2283.032681539494,2283.1211014644527,0.1189210818976542,2283.1578818717153,2283.2172871088474,2282.988135412795,0.02236047219424658,5.96775350044084e-07,0.02236044307553345,0.02236108299591448,0.022359890511291804,14.928229166666668,0.0013010412496661454,14.9271875,14.9296875,14.9278125,0.20000000298023224,0.0,0.20000000298023224,0.20000000298023224,0.20000000298023224,13.012741302033342,0.10678213865548772,12.961735406206571,12.941026843691361,13.135461656202096
victim,cicids2018_distrinet,mlp-s42,prim_hybrid_p50_targeted,Hybrid Search p50,targeted,p50,ALL,3200,0,0.010937499999999998,2.1245936804851847e-18,0.0109375,0.0109375,0.0109375,0.0016666666666666668,0.00018042195912175795,0.0015625,0.001875,0.0015625,0.9270833333333334,0.01804219591217587,0.9375,0.9062499999999999,0.9375,0.745625,0.0008267972847077089,0.74625,0.7459375,0.7446875,192.855,0.0,192.855,192.855,192.855,306.8139592230218,0.3650214305462682,306.3935500782891,306.99803415653014,307.05029343424627,306.46497620795975,0.36498391316100154,306.0444890310895,306.6505995317317,306.699840061058,0.02244761401221279,4.037311911368657e-05,0.022413085777117092,0.02243775176835978,0.0224920044911615,8.753229166666666,0.015691525048041634,8.7665625,8.7359375,8.7571875,0.9999999403953552,0.0,0.9999999403953552,0.9999999403953552,0.9999999403953552,3.2112871563003864,0.08144017664485594,3.263246624992462,3.1174276563251624,3.253187187583535
victim,cicids2018_distrinet,cnn-s42,prim_hybrid_p50_targeted,Hybrid Search p50,targeted,p50,ALL,3200,0,0.14052083333333334,0.0001804219591217542,0.1403125,0.140625,0.140625,0.0,0.0,0.0,0.0,0.0,14.052083333333334,0.018042195912175808,14.03125,14.0625,14.0625,0.2371875,0.00031249999999999334,0.2371875,0.2375,0.236875,192.79156249999997,3.4809342861069267e-14,192.7915625,192.7915625,192.7915625,321.23261605870107,7.146212477992199,329.27586606745996,318.8072209102827,315.61476119836055,319.641003978411,7.144547722669239,327.6788308907964,317.2313033907964,314.0128776536401,0.04188021917762915,0.00012611964790854908,0.04202517958227729,0.04181982311374192,0.04179565483686823,13.719166666666666,0.013310934962779018,13.7084375,13.7340625,13.715,,,,,,2.9871376666900082,0.08113325927210592,3.0769903438340407,2.919244437434827,2.9651782188011566
victim,cicids2018_distrinet,ft_transformer-s42,prim_hybrid_p50_targeted,Hybrid Search p50,targeted,p50,ALL,3200,0,0.0034375,0.0,0.0034375,0.0034375,0.0034375,0.0,0.0,0.0,0.0,0.0,0.34375,0.0,0.34375,0.34375,0.34375,0.238125,0.0,0.238125,0.238125,0.238125,192.855,0.0,192.855,192.855,192.855,245.17920422975376,0.008813994138191212,245.1692026844308,245.18583696780462,245.18257303702597,243.3704860893034,0.009809754012357999,243.36510407962544,243.381808823555,243.36454536472974,0.0420088243583164,4.08645338616129e-06,0.042006476733492205,0.042013542968965464,0.042006453372491495,14.050312499999999,0.010024384332715531,14.055625,14.0565625,14.03875,,,,,,12.731116281283903,0.09180291177761539,12.729727343757986,12.82360578123189,12.640015718861832
victim,cicids2017_distrinet,mlp,prim_hybrid_p75_targeted,Hybrid Search p75,targeted,p75,ALL,3200,0,0.11062500000000001,1.6996749443881478e-17,0.110625,0.110625,0.110625,0.11062500000000001,1.6996749443881478e-17,0.110625,0.110625,0.110625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,188.31499999999997,3.4809342861069267e-14,188.315,188.315,188.315,3445.445479455164,4.221546075719751,3450.259279810455,3442.3737891798373,3443.7033693752,3445.3595199295355,4.2215723446353115,3450.17333550408,3442.287737889721,3443.6174863948054,0.03853375191067578,3.762788477609488e-05,0.038576702788026794,0.038517957520654046,0.038506595423346494,15.019062499999999,0.00440835499364605,15.014375,15.023125,15.0196875,1.4000004728635151,1.3880760252244128e-06,1.3999998569488525,1.4000020623207092,1.3999994993209839,2.8365944686811417,0.029083682521270898,2.868185687402729,2.830665812434745,2.8109319062059512
victim,cicids2017_distrinet,cnn,prim_hybrid_p75_targeted,Hybrid Search p75,targeted,p75,ALL,3200,0,0.3614583333333334,0.0001804219591217542,0.3615625,0.36125,0.3615625,0.3614583333333334,0.0001804219591217542,0.3615625,0.36125,0.3615625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,188.36625,0.0,188.36625,188.36625,188.36625,2924.3701228229183,2.637824802995473,2922.5345266898485,2923.182912619044,2927.392929159863,2924.2860123395562,2.637700350693538,2922.4510029907974,2923.098281004001,2927.30875302387,0.03538080790484461,5.289357261510665e-05,0.03535656905711391,0.03544147718678911,0.035344377470630815,14.958333333333334,0.019538956812822368,14.96125,14.97625,14.9375,1.6079580783843994,0.0037741654520160733,1.6087117195129395,1.6038639545440674,1.6112985610961914,2.9554024062720905,0.10907497543224139,3.0392418125848053,2.8320851249736734,2.9948802812577924
victim,cicids2017_distrinet,ft_transformer,prim_hybrid_p75_targeted,Hybrid Search p75,targeted,p75,ALL,3200,0,0.004375,0.0,0.004375,0.004375,0.004375,0.004375,0.0,0.004375,0.004375,0.004375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,188.213125,0.0,188.213125,188.213125,188.213125,3308.831137822112,1.2999220775887828,3310.2877437012457,3307.7889529103686,3308.4167168547215,3308.7500284096955,1.2997530575934706,3310.206280579618,3307.7074898187484,3308.33631483072,0.034236004708686735,5.945516479560535e-06,0.034242781718439676,0.03423356660915279,0.03423166579846773,14.971145833333333,0.0045536443738324935,14.970625,14.9759375,14.966875,0.19615384936332703,0.0,0.19615384936332703,0.19615384936332703,0.19615384936332703,12.222383979193788,0.11754802224825545,12.14509296878532,12.357658218825236,12.16440074997081
victim,cicids2018_distrinet,mlp-s42,prim_hybrid_p75_targeted,Hybrid Search p75,targeted,p75,ALL,3200,0,0.0128125,0.0003124999999999994,0.013125,0.0128125,0.0125,0.002916666666666667,0.0003608439182435162,0.003125,0.003125,0.0025,0.9895833333333331,0.0180421959121759,0.9999999999999999,0.9687499999999998,1.0,0.7491666666666666,0.0003608439182435084,0.74875,0.749375,0.749375,192.855,0.0,192.855,192.855,192.855,377.51804283023847,0.588430338706269,377.1150246629861,377.2458088071512,378.1932950205779,377.0849636723078,0.5872719617204251,376.6815366631989,376.81463550151557,377.75871885220886,0.023706737928606374,1.1606024014748e-05,0.023702269512293643,0.023719914016636555,0.023698030256888925,8.737916666666665,0.007858199671892871,8.7440625,8.740625,8.7290625,0.9999999304612478,1.7206378853011898e-08,0.9999999403953552,0.9999999105930328,0.9999999403953552,3.0662180416159877,0.022215123586129502,3.0842460624262458,3.073007656275877,3.04140040614584
